months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,bind_year,bind_month,bind_quarter,bind_day_of_week,incident_year,incident_month,incident_quarter,incident_day_of_week,policy_duration_days,is_weekend_incident,is_night_incident,deductable_premium_ratio,umbrella_limit_ratio,capital_net,capital_total,has_capital_gains,has_capital_loss,claim_ratio_injury,claim_ratio_property,claim_ratio_vehicle,claim_consistency,age_group,is_senior,vehicle_age,vehicle_age_sq,total_injuries_and_damage,has_bodily_injuries,has_witnesses,witness_ratio,report_completeness,authorities_contacted_binary,police_report_available_binary,property_damage_binary,policy_csl_encoded,incident_severity_encoded,is_high_risk_state,collision_type_is_collision,is_high_risk_occupation,education_level_encoded,outlier_count,age_is_outlier,policy_annual_premium_is_outlier,total_claim_amount_is_outlier,injury_claim_is_outlier,property_claim_is_outlier,vehicle_claim_is_outlier
210,39,1000,984.45,0,0,0,4,1,1,2,7800,780,780,6240,1997,0,1997,6,2,5,2015,1,1,4,6404,0,1,1.0147648282510529,0.0,0,0,0,0,0.09998718113062428,0.09998718113062428,0.7998974490449943,0.9998718113062428,35-45,0,27,729,2,1,1,1.0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0
134,32,1000,1000.06,0,0,0,17,1,1,0,82720,7520,15040,60160,2014,0,2001,6,2,5,2015,1,1,4,4962,0,0,0.9989411224102452,0.0,0,0,0,0,0.09090799192466242,0.18181598384932485,0.7272639353972994,0.9999879111712866,25-35,0,10,100,2,1,0,0.0,0,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0
449,57,2000,1440.68,0,25000,0,8,1,0,1,5390,980,980,3430,2008,0,1999,4,2,5,2015,2,1,0,5777,0,0,1.387270406747683,0.0,25000,25000,1,0,0.181784455574105,0.181784455574105,0.6362455945093675,0.9998145056575775,55-65,0,16,256,1,0,1,0.5,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0
119,34,500,1299.18,0,57100,0,7,1,2,1,45540,8280,8280,28980,1998,1,2011,12,4,4,2015,1,1,3,1105,0,0,0.38456213755018537,0.0,57100,57100,1,0,0.18181418941173888,0.18181418941173888,0.6363496629410861,0.9999780417645638,25-35,0,26,676,3,1,1,0.5,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0
96,30,500,1399.27,0,38900,-48700,22,1,0,0,53440,0,6680,46760,2004,0,2001,9,3,1,2015,2,1,1,4900,0,1,0.3570739928728031,0.0,87600,-9800,1,0,0.0,0.12499766097191295,0.8749836268033907,0.9999812877753036,25-35,0,20,400,1,0,0,0.0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,0,0,0
202,34,500,848.07,0,31000,-30200,5,1,2,1,5720,1040,520,4160,2003,1,2002,7,3,3,2015,1,1,2,4556,0,1,0.5888795976774588,0.0,61200,800,1,0,0.18178640097884985,0.09089320048942492,0.7271456039153994,0.9998252053836741,25-35,0,21,441,3,1,1,0.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
427,60,1000,1178.61,0,0,-54400,23,1,1,2,90860,12980,19470,58410,2004,1,2005,12,4,5,2015,2,1,4,3366,0,1,0.847737811649613,0.0,54400,-54400,0,0,0.14285557059684573,0.2142833558952686,0.6428500676858058,0.9999889941779201,55-65,0,20,400,2,1,1,1.0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
111,27,500,1459.97,0,0,0,2,3,1,2,80850,7350,14700,58800,2011,1,2002,9,3,6,2015,2,1,4,4541,0,1,0.3422383758735634,0.0,0,0,0,0,0.09090796650628935,0.1818159330125787,0.7272637320503148,0.9999876315691828,25-35,0,13,169,4,1,1,0.5,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0
215,35,1000,1125.4,0,40000,-43400,6,1,2,1,2640,220,440,1980,2001,0,2004,6,2,1,2015,1,1,3,3866,0,0,0.8877840909090908,0.0,83400,-3400,1,0,0.08330177962892843,0.16660355925785686,0.7497160166603559,0.9996213555471413,25-35,0,23,529,3,1,1,0.5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
154,36,2000,1313.51,0,68500,0,9,1,2,0,2800,280,280,2240,2015,0,2003,12,4,2,2015,2,1,1,4066,0,0,1.5214794866528212,0.0,68500,68500,1,0,0.09996429846483398,0.09996429846483398,0.7997143877186719,0.9996429846483399,35-45,0,9,81,3,1,0,0.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
10,26,2000,765.64,0,0,-22200,3,3,0,3,31350,2850,5700,22800,2001,1,2008,6,2,2,2015,2,1,0,2441,0,1,2.608786392570176,0.0,22200,-22200,0,0,0.09090619119007368,0.18181238238014735,0.7272495295205894,0.9999681030908105,25-35,0,23,529,3,0,1,0.75,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
154,37,1000,1252.28,0,0,-67800,2,1,0,3,79530,14460,7230,57840,2000,0,2010,1,1,3,2015,1,1,4,1807,0,1,0.7979062938848461,0.0,67800,-67800,0,0,0.18181589568847367,0.09090794784423684,0.7272635827538947,0.9999874262866052,35-45,0,24,576,1,0,1,1.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
303,46,1000,709.14,0,0,0,3,3,1,0,54890,9980,4990,39920,2006,0,2005,1,1,4,2015,2,1,3,3681,0,1,1.408173036302701,0.0,0,0,0,0,0.1818148694685832,0.0909074347342916,0.7272594778743328,0.9999817820772076,45-55,0,18,324,4,1,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
61,25,2000,988.06,0,0,0,1,3,1,0,32320,4040,4040,24240,2000,0,1998,1,1,3,2015,2,1,3,6216,0,1,2.0221220148423757,0.0,0,0,0,0,0.12499613254540391,0.12499613254540391,0.7499767952724234,0.9999690603632313,18-25,0,24,576,4,1,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
191,33,2000,1551.61,0,45000,-30400,3,1,1,1,2250,250,250,1750,2005,0,2008,2,1,0,2015,2,1,5,2553,1,1,1.2881534963706276,0.0,75400,14600,1,0,0.11106175033318526,0.11106175033318526,0.7774322523322967,0.9995557529986673,25-35,0,19,361,2,1,1,0.5,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
295,49,500,1141.62,0,34300,-24300,4,1,1,3,4320,480,480,3360,2002,0,1992,6,2,5,2015,1,1,3,8237,0,1,0.4375908000910189,0.0,58600,10000,1,0,0.111085396898866,0.111085396898866,0.777597778292062,0.9997685720897941,45-55,0,22,484,2,1,1,1.5,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
124,29,500,1301.72,0,0,0,14,3,0,3,72000,7200,7200,57600,2005,0,1993,9,3,0,2015,2,1,2,7828,0,0,0.3838123311225743,0.0,0,0,0,0,0.09999861113040097,0.09999861113040097,0.7999888890432078,0.9999861113040097,25-35,0,19,361,3,0,1,0.75,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0
72,29,500,973.8,0,0,-85900,9,1,1,0,66200,6620,6620,52960,2013,0,1994,8,3,5,2015,1,1,4,7468,0,0,0.5129257283545343,0.0,85900,-85900,0,0,0.09999848944879987,0.09999848944879987,0.799987915590399,0.9999848944879987,25-35,0,11,121,2,1,0,0.0,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,0
322,49,2000,1277.12,0,0,-46000,18,1,0,2,42240,7680,7680,26880,2007,0,2001,9,3,0,2015,1,1,0,4865,0,0,1.5647982974994525,0.0,46000,-46000,0,0,0.1818138775123695,0.1818138775123695,0.6363485712932933,0.9999763263180322,45-55,0,17,289,1,0,1,1.0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
295,48,1000,1148.73,0,0,0,6,1,1,2,5400,900,900,3600,1999,0,2009,6,2,2,2015,2,1,6,2076,1,0,0.8697694241256643,0.0,0,0,0,0,0.1666358081836697,0.1666358081836697,0.6665432327346787,0.9998148491020181,45-55,0,25,625,2,1,1,1.0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0
259,42,2000,1170.53,0,65000,-49200,17,3,1,2,62590,5690,11380,45520,2006,0,1996,1,1,1,2015,1,1,0,6929,0,0,1.7071692572960147,0.0,114200,15800,1,0,0.09090763847837549,0.18181527695675098,0.7272611078270039,0.9999840232621303,35-45,0,18,324,4,1,1,0.5,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0
222,42,500,1124.6,0,0,0,23,3,0,0,51740,11940,7960,31840,2006,0,1999,5,2,6,2015,1,1,4,5731,0,1,0.4442075337597726,0.0,0,0,0,0,0.23076477068475676,0.15384318045650452,0.6153727218260181,0.9999806729672793,35-45,0,18,324,3,0,0,0.0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
65,30,500,1455.65,0,0,-66300,6,3,2,3,79800,15960,7980,55860,1999,0,2009,9,3,1,2015,2,1,6,1986,1,0,0.34325335530154805,0.0,66300,-66300,0,0,0.19999749376574227,0.09999874688287114,0.699991228180098,0.9999874688287114,25-35,0,25,625,5,1,1,0.75,0,0,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0
283,43,2000,1161.91,0,0,-50400,9,1,0,3,5850,1300,650,3900,2006,0,1997,7,3,0,2015,1,1,5,6396,1,0,1.7198235461041695,0.0,50400,-50400,0,0,0.22218424200991282,0.11109212100495641,0.6665527260297385,0.9998290890446078,35-45,0,18,324,1,0,1,1.5,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
437,58,2000,1192.04,0,66100,-31400,23,1,0,0,55800,11160,11160,33480,2004,0,2010,8,3,6,2015,1,1,0,1632,0,1,1.6763897270837524,0.0,97500,34700,1,0,0.19999641583484168,0.19999641583484168,0.599989247504525,0.9999820791742083,55-65,0,20,400,1,0,0,0.0,0,0,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0
266,44,500,1611.83,0,0,0,4,1,1,2,32800,3280,3280,26240,2012,0,1999,12,4,1,2015,1,1,4,5505,0,1,0.3100140746389886,0.0,0,0,0,0,0.09999695131245999,0.09999695131245999,0.7999756104996799,0.9999695131245998,35-45,0,12,144,2,1,1,1.0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
111,27,500,1363.77,0,51100,0,12,1,2,3,90970,16540,16540,57890,2009,0,2009,1,1,6,2015,1,1,5,2204,1,0,0.3663620976428263,0.0,51100,51100,1,0,0.18181618317925494,0.18181618317925494,0.6363566411273922,0.9999890074859021,25-35,0,15,225,3,1,1,1.5,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0
190,35,500,1484.72,0,0,0,4,1,0,1,3840,640,320,2880,1998,0,2008,11,4,2,2015,2,1,0,2280,0,1,0.3365371671647417,0.0,0,0,0,0,0.16662327518875292,0.08331163759437646,0.7498047383493882,0.9997396511325176,25-35,0,26,676,1,0,1,0.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
178,39,500,1035.99,0,0,0,3,3,2,0,64680,11760,11760,41160,2010,0,2009,3,1,6,2015,1,1,5,2141,1,1,0.48216472675724936,0.0,0,0,0,0,0.18181537081986981,0.18181537081986981,0.6363537978695444,0.999984539509284,35-45,0,14,196,5,1,0,0.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
285,42,500,1389.13,0,63100,-79400,13,1,0,3,52700,5270,10540,36890,2005,0,1991,3,1,2,2015,1,1,4,8710,0,0,0.3596785912108939,0.0,142500,-16300,1,0,0.09999810250279881,0.19999620500559762,0.6999867175195916,0.9999810250279881,35-45,0,19,361,1,0,1,1.5,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0
61,26,2000,1188.28,0,0,-53800,16,2,1,0,53820,11960,5980,35880,2015,1,2011,7,3,6,2015,2,1,5,1294,1,0,1.6816897618727298,0.0,53800,-53800,0,0,0.22221809330930306,0.11110904665465153,0.6666542799279092,0.9999814198918637,25-35,0,9,81,3,1,0,0.0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0
169,37,1000,936.19,0,70600,-48500,4,3,2,1,57900,17370,5790,34740,2005,0,2001,12,4,4,2015,2,1,0,4805,0,1,1.0670194944461635,0.0,119100,22100,1,0,0.2999948187423361,0.09999827291411202,0.5999896374846722,0.9999827291411202,35-45,0,19,361,5,1,1,0.25,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
153,34,500,991.39,0,45600,-61400,0,3,1,0,77770,14140,14140,49490,2000,0,1994,2,1,6,2015,2,1,4,7670,0,1,0.5038341780953053,0.0,107000,-15800,1,0,0.18181584395211584,0.18181584395211584,0.6363554538324054,0.999987141736637,25-35,0,24,576,4,1,0,0.0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0
405,55,500,878.19,0,57100,0,2,4,0,2,38640,4830,4830,28980,1997,0,1999,7,3,0,2015,3,1,6,5718,1,1,0.5687052855469238,0.0,57100,57100,1,0,0.12499676509407107,0.12499676509407107,0.7499805905644263,0.9999741207525685,45-55,0,27,729,4,0,1,0.4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
342,53,1000,1028.44,0,0,0,12,1,0,0,80960,14720,7360,58880,2000,0,2005,11,4,0,2015,1,1,0,3360,0,0,0.9714019272614236,0.0,0,0,0,0,0.18181593606798335,0.09090796803399168,0.7272637442719334,0.9999876483739084,45-55,0,24,576,1,0,0,0.0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
153,34,1000,873.64,0,800,0,9,3,2,1,68400,11400,11400,45600,2007,0,2006,3,1,5,2015,1,1,4,3254,0,0,1.143327540473795,0.0,800,800,1,0,0.16666423005511616,0.16666423005511616,0.6666569202204646,0.999985380330697,25-35,0,17,289,5,1,1,0.25,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
214,36,2000,987.42,0,0,0,17,3,0,3,47080,4280,8560,34240,2006,0,2000,6,2,6,2015,1,1,5,5354,1,0,2.023431334857652,0.0,0,0,0,0,0.0909071600008496,0.1818143200016992,0.7272572800067968,0.9999787600093456,35-45,0,18,324,3,0,1,0.75,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
195,37,1000,1406.52,0,0,0,12,1,0,2,44200,4420,4420,35360,2002,1,1991,7,3,3,2015,1,1,2,8602,0,0,0.7104694782312152,0.0,0,0,0,0,0.09999773760774643,0.09999773760774643,0.7999819008619714,0.9999773760774643,35-45,0,22,484,1,0,1,1.0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
269,41,2000,1422.21,0,0,-46400,21,1,2,1,85900,17180,17180,51540,2005,1,1996,7,3,0,2015,1,1,4,6745,0,0,1.405273993296843,0.0,46400,-46400,0,0,0.19999767173839653,0.19999767173839653,0.5999930152151896,0.9999883586919827,35-45,0,19,361,3,1,1,0.5,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0
190,38,500,1246.03,0,61900,-50000,14,1,0,0,45100,9020,4510,31570,2013,0,2007,9,3,2,2015,1,1,2,2688,0,0,0.4009526635285438,0.0,111900,11900,1,0,0.19999556550852532,0.09999778275426266,0.6999844792798385,0.9999778275426265,35-45,0,11,121,1,0,0,0.0,0,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0
289,46,2000,1209.07,0,0,0,18,1,0,1,56430,6270,6270,43890,1995,1,2004,5,2,0,2015,2,1,5,3925,1,0,1.6527969456312446,0.0,0,0,0,0,0.11110914213818646,0.11110914213818646,0.7777639949673052,0.9999822792436781,45-55,0,29,841,1,0,1,0.5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
106,31,2000,1320.75,0,54100,0,20,3,0,3,45630,5070,5070,35490,2011,0,1998,2,1,3,2015,2,1,6,6198,1,0,1.5131454511064877,0.0,54100,54100,1,0,0.11110867611930486,0.11110867611930486,0.777760732835134,0.9999780850737437,25-35,0,13,169,3,0,1,0.75,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0
256,42,1000,1286.44,0,0,-39500,14,1,2,1,75500,7550,15100,52850,1998,0,1992,4,2,4,2015,1,1,3,8322,0,0,0.776735226495992,0.0,39500,-39500,0,0,0.0999986755142316,0.1999973510284632,0.6999907285996212,0.9999867551423159,35-45,0,26,676,3,1,1,0.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
180,38,2000,1301.13,0,41300,-55500,12,1,0,2,46200,4200,8400,33600,2003,1,1998,12,4,0,2015,1,1,3,5862,0,0,1.5359449517329298,0.0,96800,-14200,1,0,0.09090712322244107,0.18181424644488214,0.7272569857795286,0.9999783554468518,35-45,0,21,441,1,0,1,1.0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,0,0,0
246,39,1000,1416.08,0,0,-36600,16,1,0,3,45180,5020,5020,35140,2004,0,2007,4,2,3,2015,1,1,1,2840,0,0,0.7056764614559518,0.0,36600,-36600,0,0,0.11110865186693522,0.11110865186693522,0.7777605630685465,0.999977866802417,35-45,0,20,400,1,0,1,1.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
165,35,500,900.02,0,0,-49900,8,1,1,3,69700,6970,6970,55760,2008,0,2012,12,4,0,2015,2,1,1,785,0,0,0.5549266386983641,0.0,49900,-49900,0,0,0.09999856530035436,0.09999856530035436,0.7999885224028349,0.9999856530035437,25-35,0,16,256,2,1,1,1.5,0,0,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0
218,41,500,914.22,0,37900,-72900,14,3,2,0,84590,15380,7690,61520,2013,0,2013,12,4,2,2015,1,1,3,393,0,0,0.5463167325888857,0.0,110800,-35000,1,0,0.18181603243843908,0.09090801621921954,0.7272641297537563,0.999988178411415,35-45,0,11,121,5,1,0,0.0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
86,29,2000,1409.06,0,74200,-68100,0,1,2,2,62920,9680,14520,38720,2005,0,2014,8,3,5,2015,1,1,4,153,0,1,1.418379359743557,0.0,142300,6100,1,0,0.1538437087776736,0.2307655631665104,0.6153748351106944,0.9999841070548784,25-35,0,19,361,3,1,1,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
176,39,500,1365.46,0,0,-56600,14,3,2,1,44280,4920,4920,34440,2008,0,2010,11,4,5,2015,2,1,3,1538,0,0,0.36590899111572966,0.0,56600,-56600,0,0,0.1111086018834263,0.1111086018834263,0.7777602131839841,0.9999774169508368,35-45,0,16,256,5,1,1,0.25,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0
287,41,2000,968.74,0,0,-49000,9,1,2,3,5170,470,940,3760,2001,0,2004,3,1,0,2015,1,1,0,3948,0,0,2.0624084806236724,0.0,49000,-49000,0,0,0.09089151034616129,0.18178302069232258,0.7271320827692903,0.9998066138077741,35-45,0,23,529,3,1,1,1.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
45,37,1000,1114.23,0,0,0,1,1,0,1,52200,10440,5220,36540,2005,0,2011,12,4,0,2015,1,1,3,1109,0,1,0.8966760219864961,0.0,0,0,0,0,0.19999616865577288,0.09999808432788644,0.699986590295205,0.9999808432788644,35-45,0,19,361,1,0,1,0.5,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
448,57,2000,1376.16,0,38600,-50300,10,3,2,1,47760,5970,5970,35820,2013,1,2005,3,1,3,2015,2,1,2,3597,0,0,1.4522640797002526,0.0,88900,-11700,1,0,0.12499738280186763,0.12499738280186763,0.7499842968112058,0.9999790624149411,55-65,0,11,121,5,1,1,0.25,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
208,36,2000,1209.41,0,0,0,15,3,0,1,62810,11420,11420,39970,1999,0,1995,10,4,6,2015,2,1,0,7071,0,0,1.6523326806619243,0.0,0,0,0,0,0.181815287131235,0.181815287131235,0.6363535049593224,0.9999840792217923,35-45,0,25,625,3,0,1,0.25,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0
8,31,500,1229.16,0,0,-88300,2,3,0,2,48100,11100,7400,29600,2014,0,2003,2,1,1,2015,2,1,0,4395,0,1,0.4064511933407036,0.0,88300,-88300,0,0,0.23076443317186754,0.15384295544791168,0.6153718217916467,0.999979210411426,25-35,0,10,100,3,0,1,0.5,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
63,26,500,1500.04,0,0,-36500,5,1,0,2,5160,860,860,3440,2004,0,1995,10,4,3,2015,2,1,4,7064,0,1,0.3331023823482386,0.0,36500,-36500,0,0,0.16663437318349156,0.16663437318349156,0.6665374927339662,0.9998062391009495,25-35,0,20,400,1,0,1,1.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
235,39,500,1046.58,0,0,-31700,1,1,2,1,4950,450,900,3600,2010,0,2011,1,1,4,2015,1,1,5,1478,1,1,0.47729051719200444,0.0,31700,-31700,0,0,0.09089072914562715,0.1817814582912543,0.7271258331650172,0.9997980206018986,35-45,0,14,196,3,1,1,0.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
292,45,1000,1358.91,0,0,0,4,1,0,2,7370,670,1340,5360,1997,0,1991,2,1,1,2015,1,1,4,8739,0,1,0.7353427800369141,0.0,0,0,0,0,0.09089675756342423,0.18179351512684847,0.7271740605073939,0.9998643331976665,35-45,0,27,729,1,0,1,1.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
108,31,2000,1175.7,0,0,0,14,1,0,2,57330,6370,6370,44590,2006,0,2005,12,4,4,2015,2,1,3,3359,0,0,1.699668564629897,0.0,0,0,0,0,0.11110917304774032,0.11110917304774032,0.7777642113341822,0.9999825574296628,25-35,0,18,324,1,0,1,1.0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0
431,54,1000,1372.27,0,17600,0,13,3,2,3,63240,10540,10540,42160,1997,0,1994,11,4,4,2015,1,1,3,7363,0,0,0.7281889213337508,0.0,17600,17600,1,0,0.16666403124555274,0.16666403124555274,0.6666561249822109,0.9999841874733164,45-55,0,27,729,5,1,1,0.75,0,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0
304,49,1000,1525.86,0,0,0,2,1,1,1,73370,13340,6670,53360,2013,0,2001,9,3,1,2015,1,1,2,4866,0,1,0.6549388942011711,0.0,0,0,0,0,0.18181570375216366,0.09090785187608183,0.7272628150086546,0.9999863706369001,45-55,0,11,121,2,1,1,0.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
224,40,2000,1291.7,0,0,-55600,21,1,1,0,69840,7760,15520,46560,2009,0,1990,2,1,3,2015,1,1,3,9100,0,0,1.5471493772723757,0.0,55600,-55600,0,0,0.11110952019587349,0.22221904039174697,0.6666571211752409,0.9999856817628614,35-45,0,15,225,2,1,0,0.0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
154,34,1000,1041.36,0,53100,-43900,18,4,2,3,74360,13520,13520,47320,2005,1,1999,10,4,1,2015,1,1,0,5592,0,0,0.9593614490195327,0.0,97000,9200,1,0,0.1818157367437232,0.1818157367437232,0.6363550786030312,0.9999865520904775,25-35,0,19,361,6,1,1,0.6,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0
65,29,1000,1726.91,0,0,0,14,1,0,0,7200,720,1440,5040,1999,0,1990,8,3,3,2015,1,1,2,8938,0,0,0.5787338460915209,0.0,0,0,0,0,0.09998611303985558,0.19997222607971116,0.699902791278989,0.9998611303985557,25-35,0,25,625,1,0,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
269,44,2000,1081.08,0,36400,-28700,14,1,0,2,56400,11280,11280,33840,2014,0,2007,12,4,2,2015,2,1,5,2628,1,0,1.8482921780275028,0.0,65100,7700,1,0,0.1999964539635822,0.1999964539635822,0.5999893618907466,0.999982269817911,35-45,0,10,100,1,0,1,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
153,37,500,1010.77,0,52300,-55600,5,3,0,3,42500,4250,4250,34000,1999,0,2005,11,4,3,2015,1,1,4,3354,0,1,0.4941834606679384,0.0,107900,-3300,1,0,0.09999764711418554,0.09999764711418554,0.7999811769134844,0.9999764711418555,35-45,0,25,625,3,0,1,0.75,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0
106,30,500,1252.28,0,49700,-60200,23,1,2,2,51120,5680,5680,39760,2005,0,2003,4,2,6,2015,2,1,1,4321,0,1,0.39895314694242306,0.0,109900,-10500,1,0,0.11110893761859118,0.11110893761859118,0.7777625633301383,0.9999804385673207,25-35,0,19,361,3,1,1,1.0,0,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0
155,35,1000,919.37,0,83600,0,0,1,0,3,48360,8060,8060,32240,1997,0,1993,8,3,0,2015,1,1,6,7832,1,1,1.0865195519193367,0.0,83600,83600,1,0,0.16666322036351605,0.16666322036351605,0.6666528814540642,0.9999793221810963,25-35,0,27,729,1,0,1,1.5,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0
228,40,500,1450.98,0,43700,0,20,1,0,2,6050,1100,1100,3850,2010,0,1997,3,1,5,2015,1,1,6,6532,1,0,0.34435736029421893,0.0,43700,43700,1,0,0.18178813419269543,0.18178813419269543,0.636258469674434,0.9998347380598248,35-45,0,14,196,1,0,1,1.0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0
294,46,500,1532.8,0,0,0,8,1,0,3,65780,11960,11960,41860,2013,0,2010,6,2,2,2015,2,1,0,1727,0,0,0.32598774286086846,0.0,0,0,0,0,0.18181541782581598,0.18181541782581598,0.6363539623903559,0.9999847980419878,45-55,0,11,121,1,0,1,1.5,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0
8,21,500,1021.9,0,0,0,21,1,0,0,91260,14040,14040,63180,2012,0,2012,10,4,1,2015,2,1,3,849,0,0,0.4888063349301007,0.0,0,0,0,0,0.15384446806412377,0.15384446806412377,0.692300106288557,0.9999890424168045,18-25,0,12,144,1,0,0,0.0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
230,43,2000,1101.83,0,28900,0,0,3,0,3,51900,5190,10380,36330,2011,1,2007,2,1,4,2015,1,1,3,2883,0,1,1.813516135759818,0.0,28900,28900,1,0,0.09999807325485058,0.19999614650970116,0.6999865127839541,0.9999807325485058,35-45,0,13,169,3,0,1,0.75,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
231,43,2000,972.47,0,0,-58100,15,3,2,2,77100,7710,15420,53970,2010,0,2006,6,2,5,2015,2,1,6,3151,1,0,2.0545060453840387,0.0,58100,-58100,0,0,0.0999987029999611,0.1999974059999222,0.6999909209997276,0.9999870299996109,35-45,0,14,196,5,1,1,0.5,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0
163,37,500,1178.95,0,0,-67300,20,1,2,3,49400,4940,9880,34580,2005,0,2004,3,1,5,2015,1,1,4,3968,0,0,0.42374676893088686,0.0,67300,-67300,0,0,0.09999797574947876,0.19999595149895752,0.6999858302463513,0.9999797574947875,35-45,0,19,361,3,1,1,1.5,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
290,45,2000,1215.36,0,54400,0,22,3,0,1,66200,6620,6620,52960,2012,0,1993,11,4,3,2015,1,1,5,7744,1,1,1.6442500575487522,0.0,54400,54400,1,0,0.09999848944879987,0.09999848944879987,0.799987915590399,0.9999848944879987,35-45,0,12,144,3,0,1,0.25,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0
